Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1476,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
1480,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1483,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
1487,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1490,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1494,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1498,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1501,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1504,667,FALSE,0,8,0,39,34,31,30,41,31,33,
1508,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1512,62D,FALSE,0,8,0,0,0,0,0,0,0,0,
1515,6BD,FALSE,0,8,0,0,0,0,0,0,0,0,
1518,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1521,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1525,668,FALSE,0,8,2,4B,4D,E6,61,0,0,0,
1528,66A,FALSE,0,8,2,55,EC,48,D8,0,0,0,
1532,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
1536,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
1540,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
1543,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1547,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1550,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
1554,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
1557,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1561,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1564,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
1567,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
1571,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1574,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1577,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
1582,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1585,207,FALSE,0,8,0,0,0,0,0,0,0,0,
1588,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1591,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1595,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
1598,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1601,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1604,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1608,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1612,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
1615,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1619,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
1623,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
1627,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
1630,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
1634,388,FALSE,0,8,1,0,0,0,0,0,0,2,
1637,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
1640,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
1644,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
1648,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1651,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1654,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
1658,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1661,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1666,375,FALSE,0,8,8,8,0,27,ED,0,0,0,
1669,188,FALSE,0,8,0,0,A2,4B,0,0,0,0,
1673,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
1676,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1680,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
1683,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1687,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1690,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1694,299,FALSE,0,8,39,39,41,3E,3B,0,0,0,
1697,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1701,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1704,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1708,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1712,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1715,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1719,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1722,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1726,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
1729,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
1733,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
1736,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
1739,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
1743,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1746,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1751,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1754,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
1758,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1761,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1764,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
1767,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1771,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1774,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1778,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
1781,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1784,207,FALSE,0,8,0,0,0,0,0,0,C,0,
1787,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1792,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1795,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
1798,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1802,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1805,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1808,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1812,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
1815,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1819,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
1822,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
1826,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
1829,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
1833,388,FALSE,0,8,1,0,0,0,0,0,0,2,
1837,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1841,373,FALSE,0,8,C5,C5,7F,4F,C,BA,80,17,
1844,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
1848,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1851,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1855,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
1858,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1862,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1865,375,FALSE,0,8,8,8,0,27,ED,0,0,0,
1869,188,FALSE,0,8,0,0,A2,4B,0,0,0,0,
1872,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
1876,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1880,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
1884,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1887,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1891,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1894,299,FALSE,0,8,39,39,41,3E,3B,0,0,0,
1897,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1901,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1904,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
1908,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1911,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1914,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1918,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
1922,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1926,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
1929,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
1933,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
1936,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
1940,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
1943,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
1947,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
1950,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1953,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
1957,287,FALSE,0,8,27,10,27,10,27,10,0,0,
1961,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1965,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
1968,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1972,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1975,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1978,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
1982,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1985,207,FALSE,0,8,0,0,0,0,0,0,0,0,
1988,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
1991,362,FALSE,0,8,2,1,0,0,0,0,0,0,
1994,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
1998,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2002,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2006,630,FALSE,0,8,0,0,0,0,0,0,0,0,
2009,669,FALSE,0,8,1,39,30,30,0,0,0,0,
2012,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2016,6BD,FALSE,0,8,0,0,0,0,0,0,0,0,
2019,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
2022,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2026,668,FALSE,0,8,2,4B,4D,E6,61,0,0,0,
2029,66A,FALSE,0,8,2,55,EC,48,D8,0,0,0,
2032,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2036,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2039,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
2043,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2046,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2051,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
2054,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2058,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2061,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2064,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2068,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2071,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2074,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2078,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2081,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2084,207,FALSE,0,8,0,0,0,0,0,0,C,0,
2087,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2092,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2095,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2099,29B,FALSE,0,8,39,39,41,39,3A,A,14,39,
2102,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2105,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
2109,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
2113,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2116,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2119,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2123,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
2126,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
2130,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2134,388,FALSE,0,8,1,0,0,0,0,0,0,2,
2137,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2141,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
2145,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
2148,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2152,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2155,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2158,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2162,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2165,375,FALSE,0,8,8,8,0,27,ED,0,0,0,
2168,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2172,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
2176,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2179,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
2183,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2186,207,FALSE,0,8,0,0,0,0,0,0,C,0,
2189,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2193,154,FALSE,0,8,66,66,70,66,A,E,74,3C,
2196,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2200,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2203,377,FALSE,0,8,5,BB,0,D4,41,3F,3D,22,
2207,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2211,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2214,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2217,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2222,398,FALSE,0,8,1,0,0,4B,51,0,0,0,
2225,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
2228,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2232,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2235,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
2239,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2242,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2246,29A,FALSE,0,8,1,32,57,48,5A,30,30,32,
2249,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2253,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
2256,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2260,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2264,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2268,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2271,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2274,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
2278,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2281,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2284,207,FALSE,0,8,0,0,0,0,0,0,0,0,
2287,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2291,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2294,299,FALSE,0,8,39,39,41,3E,3B,0,0,0,
2298,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2301,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2305,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
2309,56A,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
2313,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2316,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2319,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2323,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2326,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2330,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2333,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2337,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2340,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2344,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2348,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2352,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2355,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2358,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2362,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2365,567,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2368,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2372,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2375,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2378,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
2382,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2385,207,FALSE,0,8,0,0,0,0,0,0,0,0,
2388,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2393,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2396,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2399,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2403,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2406,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
2410,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2413,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
2417,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2420,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2424,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
2428,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2432,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2435,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
2439,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2442,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2446,29A,FALSE,0,8,0,4A,4D,41,58,44,47,47,
2449,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2453,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
2456,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2460,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2463,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2467,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2470,188,FALSE,0,8,0,0,A2,4B,0,0,0,0,
2473,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
2478,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2482,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2485,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
2488,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2492,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2495,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2499,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2502,286,FALSE,0,8,0,0,0,39,0,0,A,0,
2505,630,FALSE,0,8,0,0,0,0,0,0,0,0,
2508,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2512,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2515,6BD,FALSE,0,8,0,0,0,0,0,0,0,0,
2519,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2523,398,FALSE,0,8,1,0,0,4B,51,0,0,0,
2526,668,FALSE,0,8,2,4B,4D,E6,61,0,0,0,
2529,6FA,FALSE,0,8,2,35,32,31,0,0,0,0,
2533,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2536,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
2540,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
2543,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2547,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2550,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2554,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
2557,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2561,373,FALSE,0,8,C5,C5,7F,50,C,BA,80,17,
2565,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2569,565,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2572,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2575,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2579,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2582,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
2586,207,FALSE,0,8,0,0,0,0,0,0,C,0,
2589,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2592,569,FALSE,0,8,AA,82,A2,2,0,0,0,0,
2596,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2599,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2604,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2607,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2611,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2614,568,FALSE,0,8,0,2,80,A,0,0,A8,AA,
2618,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2621,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2624,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
2628,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
2631,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2634,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2638,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
2641,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2646,29A,FALSE,0,8,2,35,32,31,FF,FF,FF,FF,
2649,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2653,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2656,374,FALSE,0,8,CC,CF,4B,FE,48,44,3A,30,
2660,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2663,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2667,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2670,188,FALSE,0,8,0,0,A2,4B,0,0,0,0,
2674,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
2677,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
2681,373,FALSE,0,8,C5,C5,7F,50,C,BA,80,17,
2684,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2689,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2693,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2696,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2699,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2703,286,FALSE,0,8,0,0,0,39,0,0,A,0,
2706,566,FALSE,0,8,22,8A,A,A0,A8,A0,AA,8A,
2710,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2713,663,FALSE,0,8,2,0,0,0,0,0,0,0,
2716,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2720,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2723,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
2727,56C,FALSE,0,8,2A,88,2,20,0,0,28,8A,
2731,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2735,388,FALSE,0,8,1,0,0,0,0,0,0,2,
2738,75B,FALSE,0,8,39,0,39,0,36,4A,A0,39,
2742,373,FALSE,0,8,C5,C5,7F,50,C,BA,80,17,
2745,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
2749,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2752,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2756,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2759,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2763,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2766,375,FALSE,0,8,8,8,0,27,ED,0,0,0,
2769,188,FALSE,0,8,0,0,A2,4B,0,0,0,0,
2774,389,FALSE,0,8,A3,0,0,3C,3C,40,0,0,
2777,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2781,424,FALSE,0,8,4,8F,4,F,92,DA,0,0,
2784,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2787,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2791,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2795,371,FALSE,0,8,3C,0,0,0,0,0,0,0,
2798,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2801,362,FALSE,0,8,2,1,0,0,0,0,0,0,
2804,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
2808,564,FALSE,0,8,22,8A,AA,AA,A8,A0,AA,8A,
2812,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2816,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2819,56B,FALSE,0,8,AA,2,0,0,80,AA,0,0,
2823,398,FALSE,0,8,1,0,0,4B,51,0,0,0,
2826,56D,FALSE,0,8,2A,0,0,20,0,0,28,8A,
2829,56F,FALSE,0,8,2A,88,2A,28,0,0,28,8A,
2833,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2836,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
2840,735,FALSE,0,8,39,0,39,0,36,8A,A0,39,
2843,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2847,288,FALSE,0,8,27,10,4E,20,D,45,1,10,
2851,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2854,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
2857,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2862,373,FALSE,0,8,C5,C5,7F,51,C,BA,80,17,
2865,289,FALSE,0,8,27,10,4E,20,D,47,11,10,
2869,28B,FALSE,0,8,27,10,4E,20,D,45,1,14,
2873,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2876,732,FALSE,0,8,3,E8,3,E8,64,64,7,C7,
2879,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2883,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2886,207,FALSE,0,8,0,0,0,0,0,0,C,0,
2889,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2893,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2896,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2900,185,FALSE,0,8,0,0,15,0,0,0,0,0,
2904,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2907,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2911,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2914,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2918,75A,FALSE,0,8,3,E8,3,E8,64,64,38,39,
2921,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2925,5A1,FALSE,0,8,2A,A2,AA,2A,A2,8A,82,A2,
2928,6FA,FALSE,0,8,0,4A,4D,41,58,44,47,47,
2932,370,FALSE,0,8,5,BE,0,0,0,0,0,0,
2935,733,FALSE,0,8,39,39,39,39,36,8A,A0,39,
2939,734,FALSE,0,8,3,E8,3,E8,64,64,39,39,
2944,377,FALSE,0,8,5,BB,0,D9,41,3F,3D,22,
2947,287,FALSE,0,8,27,10,27,10,27,10,0,0,
2951,285,FALSE,0,8,0,0,14,21,90,FE,C,10,
2954,38A,FALSE,0,8,41,3C,0,0,4,0,0,0,
