Time Stamp,ID,Extended,Bus,DLC,D1,D2,D3,D4,D5,D6,D7,D8
2150351,348,0,1,8,fe,fe,fe,0,fe,fe,ff,0
2150351,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150351,258,0,1,2,44,44,0,0,0,0,0,0
2150352,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150352,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150352,19f,0,1,6,ff,ff,5,80,ff,2f,0,0
2150354,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2150354,112,0,1,8,24,20,48,0f,2,73,b5,62
2150356,100,0,1,8,23,f5,7f,c0,5d,a6,87,70
2150356,0ef,0,1,8,9f,f3,0,7d,21,0,7d,ff
2150357,1a1,0,1,5,5b,c9,0,0,8a,0,0,0
2150359,206,0,1,8,22,22,42,ff,ff,ff,ff,ff
2150359,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2150359,323,0,1,2,f1,ff,0,0,0,0,0,0
2150363,36e,0,1,5,1b,fc,fe,ff,14,0,0,0
2150364,112,0,1,8,23,20,48,0f,2,73,b5,62
2150365,0a5,0,1,8,80,f4,ff,f7,7f,0,0,c1
2150365,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150366,0d9,0,1,8,24,f4,0,10,0,f0,7f,c8
2150366,0f3,0,1,8,e2,4,0,ff,f0,c0,ff,ff
2150366,100,0,1,8,c4,f6,7f,c0,5d,a6,87,70
2150366,15f,0,1,8,2b,f4,0,7d,0,ee,0,7d
2150369,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2150370,3ca,0,1,8,78,70,30,9,9,81,ff,ff
2150370,43d,0,1,8,fe,fe,ef,ff,f6,fe,fe,f7
2150370,5.00E+00,0,1,8,11,3,0,6,8,28,d4,0
2150371,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150371,258,0,1,2,44,44,0,0,0,0,0,0
2150372,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150372,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150372,197,0,1,4,0a,9,0e,c0,0,0,0,0
2150372,19f,0,1,6,ff,ff,e4,7f,ff,2f,0,0
2150374,112,0,1,8,23,20,48,0f,2,73,b5,62
2150374,2f0,0,1,3,35,dd,f0,0,0,0,0,0
2150375,2f9,0,1,7,0,0,0,8,82,c0,f3,0
2150375,7be,0,1,8,0b,0,0,0,0,0,0,0
2150376,100,0,1,8,99,f7,7f,c0,5d,a6,87,70
2150376,0ef,0,1,8,11,f4,0,7d,21,0,7d,ff
2150377,1a1,0,1,5,7c,cb,0,0,8a,0,0,0
2150379,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2150379,201,0,1,8,1f,2a,1f,2a,ff,ff,ff,ff
2150381,1d6,0,1,2,f0,c0,0,0,0,0,0,0
2150381,349,0,1,5,fe,ff,f4,24,0,0,0,0
2150384,112,0,1,8,23,20,48,0f,2,73,b5,62
2150385,431,0,1,8,ca,ff,54,0,11,2c,f3,4b
2150385,0c0,0,1,2,f5,40,0,0,0,0,0,0
2150385,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2150385,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2150386,0a5,0,1,8,dd,f5,ff,f7,7f,0,0,c1
2150386,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150386,0d9,0,1,8,79,f5,0,10,0,f0,7f,c8
2150386,0f3,0,1,8,bf,5,0,ff,f0,c0,ff,ff
2150386,100,0,1,8,c5,f8,7f,c0,5d,a6,87,70
2150387,12f,0,1,8,89,20,86,1a,f1,35,30,0
2150387,15f,0,1,8,76,f5,0,7d,0,ee,0,7d
2150388,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150389,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2150391,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150391,258,0,1,2,44,44,0,0,0,0,0,0
2150392,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2150392,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150392,19f,0,1,6,ff,ff,f9,7f,ff,2f,0,0
2150392,43c,0,1,8,fe,fe,ff,ff,ff,ff,ff,ff
2150394,112,0,1,8,23,20,48,0f,2,73,b5,62
2150394,297,0,1,7,c6,ed,f0,e0,f2,92,ea,0
2150395,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2150395,1.00E+01,0,1,6,7c,fa,0,ff,ff,ff,0,0
2150396,100,0,1,8,98,f9,7f,c0,5d,a6,87,70
2150396,0ef,0,1,8,4c,f5,0,7d,21,0,7d,ff
2150397,1a1,0,1,5,15,cd,0,0,8a,0,0,0
2150399,206,0,1,8,b5,23,41,ff,ff,ff,ff,ff
2150399,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2150402,197,0,1,4,86,0a,0e,c0,0,0,0,0
2150402,337,0,1,2,ff,ff,0,0,0,0,0,0
2150403,3b4,0,1,8,0c,0d,4d,f4,ba,ff,2,0
2150403,2a7,0,1,5,13,f8,fe,ff,14,0,0,0
2150404,112,0,1,8,23,20,48,0f,2,73,b5,62
2150405,0a5,0,1,8,3a,f6,ff,f7,7f,0,0,c1
2150405,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150406,0d9,0,1,8,9e,f6,0,10,0,f0,7f,c8
2150406,0f3,0,1,8,58,6,0,ff,f0,c0,ff,ff
2150406,100,0,1,8,7f,fa,7f,c0,5d,a6,87,70
2150406,15f,0,1,8,91,f6,0,7d,0,ee,0,7d
2150408,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2150408,173,0,1,8,0e,fb,0,0e,30,0,de,10
2150409,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2150410,2c5,0,1,7,f5,f5,0,20,6,70,c8,0
2150411,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150411,258,0,1,2,44,44,0,0,0,0,0,0
2150412,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2150412,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150412,19f,0,1,6,ff,ff,fe,7f,ff,2f,0,0
2150413,2bb,0,1,5,f3,f0,0,0,f2,0,0,0
2150414,112,0,1,8,23,20,48,0f,2,73,b5,62
2150415,100,0,1,8,22,fb,7f,c0,5d,a6,87,70
2150416,0ef,0,1,8,ab,f6,0,7d,21,0,7d,ff
2150416,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2150417,1a1,0,1,5,5a,c0,0,0,8a,0,0,0
2150418,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f5,cd
2150419,3fd,0,1,5,67,5,0,0,ff,0,0,0
2150419,108,0,1,8,dc,7d,ff,2c,48,f3,ff,ff
2150419,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2150419,212,0,1,8,f9,f6,f9,ff,ff,ff,ff,ff
2150420,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2150420,2f1,0,1,8,a2,0f,0,b2,14,0,0,a0
2150424,112,0,1,8,23,20,48,0f,2,73,b5,62
2150425,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2150425,7be,0,1,8,5,0,0,0,0,0,0,e0
2150425,0a5,0,1,8,67,f7,ff,f7,7f,0,0,c1
2150426,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150426,0d9,0,1,8,c3,f7,0,10,0,f0,7f,c8
2150426,0f3,0,1,8,5,7,0,ff,f0,c0,ff,ff
2150426,100,0,1,8,ac,fc,7f,c0,5d,a6,87,70
2150427,15f,0,1,8,cc,f7,0,7d,0,ee,0,7d
2150427,2a1,0,1,5,0,58,2,0,f0,0,0,0
2150428,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150429,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2150429,201,0,1,8,32,2a,32,2a,ff,ff,ff,ff
2150431,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150431,258,0,1,2,44,44,0,0,0,0,0,0
2150432,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2150432,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150432,197,0,1,4,9,0b,0e,c0,0,0,0,0
2150432,19f,0,1,6,ff,ff,e8,7f,ff,2f,0,0
2150434,112,0,1,8,23,20,49,0f,2,73,b5,62
2150436,100,0,1,8,f1,fd,7f,c0,5d,a6,87,70
2150436,0ef,0,1,8,f6,f7,0,7d,21,0,7d,ff
2150436,397,0,1,7,0,2b,0,97,1,1f,0,0
2150437,1a1,0,1,5,7d,c2,0,0,8a,0,0,0
2150439,206,0,1,8,f1,24,42,ff,ff,ff,ff,ff
2150439,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2150443,2f5,0,1,8,60,0f,5a,20,22,0a,6,10
2150444,36f,0,1,5,49,fd,fe,ff,14,0,0,0
2150444,112,0,1,8,23,20,49,0f,2,73,b5,62
2150445,0a5,0,1,8,3b,f8,ff,f7,7f,0,0,c1
2150446,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150446,0d9,0,1,8,9f,f8,0,10,0,f0,7f,c8
2150446,0f3,0,1,8,59,8,0,ff,f0,c0,ff,ff
2150446,100,0,1,8,16,fe,7f,c0,5d,a6,87,70
2150446,15f,0,1,8,90,f8,0,7d,0,ee,0,7d
2150447,2b0,0,1,6,31,3c,2,c5,ff,ff,0,0
2150449,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2150451,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150451,258,0,1,2,44,44,0,0,0,0,0,0
2150452,199,0,1,6,ff,ff,fd,7e,ff,bf,0,0
2150452,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150452,19f,0,1,6,ff,ff,f2,7f,ff,2f,0,0
2150454,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2150454,112,0,1,8,24,20,48,0f,2,73,b5,62
2150456,100,0,1,8,17,f0,7f,c0,5d,a6,87,70
2150456,0ef,0,1,8,aa,f8,0,7d,21,0,7d,ff
2150457,1a1,0,1,5,14,c4,0,0,8a,0,0,0
2150459,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2150461,314,0,1,3,11,2,ff,0,0,0,0,0
2150462,197,0,1,4,83,0c,0e,c0,0,0,0,0
2150464,112,0,1,8,24,20,48,0f,2,73,b5,62
2150464,2f5,0,1,8,60,0f,5a,20,22,0a,6,10
2150465,0a5,0,1,8,66,f9,ff,f7,7f,0,0,c1
2150465,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150466,0d9,0,1,8,c2,f9,0,10,0,f0,7f,c8
2150466,0f3,0,1,8,4,9,0,ff,f0,c0,ff,ff
2150466,100,0,1,8,4a,f1,7f,c0,5d,a6,87,70
2150466,15f,0,1,8,cd,f9,0,7d,0,ee,0,7d
2150468,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150469,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2150471,3b3,0,1,7,1f,0,4,0,0,f3,8,0
2150471,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150471,258,0,1,2,44,44,0,0,0,0,0,0
2150472,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2150472,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150472,19f,0,1,6,ff,ff,9,80,ff,2f,0,0
2150474,246,0,1,5,3f,fb,0,ff,ff,0,0,0
2150474,112,0,1,8,24,20,48,0f,2,73,b5,62
2150474,299,0,1,6,ff,ff,ff,ff,ff,0,0,0
2150475,7bd,0,1,8,1,2d,54,7f,4a,5b,5b,0
2150475,7be,0,1,8,7,0a,0,7d,6,67,0,0
2150476,100,0,1,8,ad,f2,7f,c0,5d,a6,87,70
2150476,0ef,0,1,8,f7,f9,0,7d,21,0,7d,ff
2150477,1a1,0,1,5,33,c6,0,0,8a,0,0,0
2150479,206,0,1,8,ac,25,42,ff,ff,ff,ff,ff
2150479,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2150479,201,0,1,8,46,2a,46,2a,ff,ff,ff,ff
2150483,2a7,0,1,5,8e,f9,fe,ff,14,0,0,0
2150484,2.00E+07,0,1,8,36,cd,4,f9,56,5d,0,0
2150484,112,0,1,8,24,20,48,0f,2,73,b5,62
2150485,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2150485,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2150486,0a5,0,1,8,81,fa,ff,f7,7f,0,0,c1
2150486,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150486,0d9,0,1,8,25,fa,0,10,0,f0,7f,c8
2150486,0f3,0,1,8,e3,0a,0,ff,f0,c0,ff,ff
2150486,100,0,1,8,f0,f3,7f,c0,5d,a6,87,70
2150487,12f,0,1,8,d4,21,86,1a,f1,35,30,0
2150487,15f,0,1,8,2a,fa,0,7d,0,ee,0,7d
2150487,304,0,1,6,ff,ff,77,3a,ff,ff,0,0
2150487,3f9,0,1,8,e2,f0,80,e0,36,31,c3,ff
2150489,0c3,0,1,8,f8,73,0,e0,0,7d,ff,ff
2150491,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150491,258,0,1,2,44,44,0,0,0,0,0,0
2150492,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150492,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150492,197,0,1,4,0c,0d,0e,c0,0,0,0,0
2150492,19f,0,1,6,ff,ff,f7,7f,ff,2f,0,0
2150494,112,0,1,8,24,20,48,0f,2,73,b5,62
2150496,100,0,1,8,7e,f4,7f,c0,5d,a6,87,70
2150496,0ef,0,1,8,10,fa,0,7d,21,0,7d,ff
2150497,1a1,0,1,5,c6,c8,0,0,8a,0,0,0
2150499,0c3,0,1,8,76,74,0,e0,0,7d,ff,ff
2150503,239,0,1,8,81,f7,3c,27,0,8d,ff,ff
2150503,2f5,0,1,8,60,0f,5a,20,21,0a,6,10
2150504,112,0,1,8,24,20,48,0f,2,73,b5,62
2150505,0a5,0,1,8,dc,fb,ff,f7,7f,0,0,c1
2150505,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150506,0d9,0,1,8,78,fb,0,10,0,f0,7f,c8
2150506,0f3,0,1,8,be,0b,0,ff,f0,c0,ff,ff
2150506,100,0,1,8,23,f5,7f,c0,5d,a6,87,70
2150506,15f,0,1,8,77,fb,0,7d,0,ee,0,7d
2150508,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2150508,173,0,1,8,e8,f6,0,0e,30,0,de,10
2150508,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150509,0c3,0,1,8,2b,75,0,e0,0,7d,ff,ff
2150509,2ed,0,1,3,8e,0d,2,0,0,0,0,0
2150510,2c5,0,1,7,3f,f6,0,20,6,70,c8,0
2150510,2ca,0,1,2,5e,5e,0,0,0,0,0,0
2150510,2f7,0,1,6,2,d8,49,9,11,f1,0,0
2150511,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150511,258,0,1,2,44,44,0,0,0,0,0,0
2150511,301,0,1,7,ff,ff,ff,7f,ff,ff,cf,0
2150512,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150512,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150512,19f,0,1,6,ff,ff,f2,7f,ff,2f,0,0
2150513,2bb,0,1,5,48,fa,0,0,f2,0,0,0
2150514,112,0,1,8,24,20,49,0f,2,73,b5,62
2150515,100,0,1,8,c4,f6,7f,c0,5d,a6,87,70
2150516,0ef,0,1,8,4d,fb,0,7d,21,0,7d,ff
2150516,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2150517,1a1,0,1,5,e1,ca,0,0,8a,0,0,0
2150519,3fd,0,1,5,dd,6,0,0,ff,0,0,0
2150519,108,0,1,8,dc,7d,ff,2c,48,f3,ff,ff
2150519,0c3,0,1,8,cc,76,0,e0,0,7d,ff,ff
2150519,201,0,1,8,56,2a,56,2a,ff,ff,ff,ff
2150520,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f6,ea
2150520,206,0,1,8,81,26,41,ff,ff,ff,ff,ff
2150520,212,0,1,8,a4,f7,f9,ff,ff,ff,ff,ff
2150520,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2150520,2f1,0,1,8,a2,0f,0,b2,14,0,0,a0
2150521,2fa,0,1,8,73,3,1,ff,ff,ff,ff,ff
2150521,32b,0,1,8,ff,ff,ff,ff,ff,ff,0,ff
2150521,331,0,1,8,ff,ff,ff,ef,7f,fe,f7,ff
2150521,1d0,0,1,8,d7,fc,df,ff,ff,ff,ff,ff
2150522,1b9,0,1,5,ff,ff,ff,14,ff,0,0,0
2150522,3ad,0,1,8,0,f0,ff,ff,ff,ff,ff,fb
2150522,197,0,1,4,80,0e,0e,c0,0,0,0,0
2150522,3.00E+08,0,1,2,f1,ff,0,0,0,0,0,0
2150522,3.00E+09,0,1,8,8,52,21,11,4,0,0,5e
2150523,41e,0,1,8,0,0f,cf,ff,ff,ff,ff,ff
2150523,272,0,1,8,8c,fd,1,12,ff,ff,ff,ff
2150523,36e,0,1,5,86,fd,fe,ff,14,0,0,0
2150524,112,0,1,8,24,20,49,0f,2,73,b5,62
2150525,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2150525,7be,0,1,8,0c,41,0c,6c,0,0,0,0
2150525,0a5,0,1,8,52,fc,ff,f7,7f,0,0,c1
2150526,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150526,0d9,0,1,8,f6,fc,0,10,0,f0,7f,c8
2150526,0f3,0,1,8,30,0c,0,ff,f0,c0,ff,ff
2150526,100,0,1,8,99,f7,7f,c0,5d,a6,87,70
2150527,15f,0,1,8,f9,fc,0,7d,0,ee,0,7d
2150527,2a1,0,1,5,0,58,2,0,f0,0,0,0
2150529,0c3,0,1,8,91,77,0,e0,0,7d,ff,ff
2150529,201,0,1,8,5a,2a,5a,2a,ff,ff,ff,ff
2150531,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150531,258,0,1,2,44,44,0,0,0,0,0,0
2150532,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2150532,19a,0,1,6,ff,ff,fe,7d,ff,3f,0,0
2150532,19f,0,1,6,ff,ff,8,80,ff,2f,0,0
2150534,112,0,1,8,24,20,48,0f,2,73,b5,62
2150536,100,0,1,8,c5,f8,7f,c0,5d,a6,87,70
2150536,0ef,0,1,8,c3,fc,0,7d,21,0,7d,ff
2150537,1a1,0,1,5,88,cc,0,0,8a,0,0,0
2150539,0c3,0,1,8,cd,78,0,e0,0,7d,ff,ff
2150544,112,0,1,8,24,20,48,0f,2,73,b5,62
2150544,239,0,1,8,81,f7,3c,27,0,8d,ff,ff
2150545,2f5,0,1,8,60,0f,5a,20,21,0a,6,10
2150545,100,0,1,8,98,f9,7f,c0,5d,a6,87,70
2150546,0a5,0,1,8,0f,fd,ff,f7,7f,0,0,c1
2150546,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150546,0d9,0,1,8,ab,fd,0,10,0,f0,7f,c8
2150546,0f3,0,1,8,6d,0d,0,ff,f0,c0,ff,ff
2150546,15f,0,1,8,a4,fd,0,7d,0,ee,0,7d
2150547,2b0,0,1,6,31,3c,2,c6,ff,ff,0,0
2150548,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150549,0c3,0,1,8,90,79,0,e0,0,7d,ff,ff
2150551,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150551,258,0,1,2,44,44,0,0,0,0,0,0
2150552,199,0,1,6,ff,ff,e9,7e,ff,bf,0,0
2150552,19a,0,1,6,ff,ff,12,7e,ff,3f,0,0
2150552,197,0,1,4,89,0,0e,c0,0,0,0,0
2150552,19f,0,1,6,ff,ff,13,80,ff,2f,0,0
2150554,1ae,0,1,2,fb,ff,0,0,0,0,0,0
2150554,112,0,1,8,24,20,48,0f,2,73,b5,62
2150556,100,0,1,8,7f,fa,7f,c0,5d,a6,87,70
2150556,0ef,0,1,8,9e,fd,0,7d,21,0,7d,ff
2150557,1a1,0,1,5,af,ce,0,0,8a,0,0,0
2150559,206,0,1,8,16,27,42,ff,ff,ff,ff,ff
2150559,0c3,0,1,8,77,7a,0,e0,0,7d,ff,ff
2150563,2a7,0,1,5,34,fa,fe,ff,14,0,0,0
2150564,112,0,1,8,24,20,48,0f,2,73,b5,62
2150565,0a5,0,1,8,e8,fe,ff,f7,7f,0,0,c1
2150565,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150566,0d9,0,1,8,4c,fe,0,10,0,f0,7f,c8
2150566,0f3,0,1,8,8a,0e,0,ff,f0,c0,ff,ff
2150566,100,0,1,8,22,fb,7f,c0,5d,a6,87,70
2150566,15f,0,1,8,43,fe,0,7d,0,ee,0,7d
2150569,0c3,0,1,8,2a,7b,0,e0,0,7d,ff,ff
2150570,5.00E+00,0,1,8,11,3,0,2,6,14,d5,1
2150571,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150571,258,0,1,2,44,44,0,0,0,0,0,0
2150572,199,0,1,6,ff,ff,df,7e,ff,bf,0,0
2150572,19a,0,1,6,ff,ff,ea,7d,ff,3f,0,0
2150572,19f,0,1,6,ff,ff,fa,7f,ff,2f,0,0
2150574,112,0,1,8,24,20,48,0f,2,73,b5,62
2150575,7bd,0,1,8,4,0,0,0,0,0,0,80
2150575,7be,0,1,8,0,c0,fa,1c,2,0,0,0
2150576,100,0,1,8,ac,fc,7f,c0,5d,a6,87,70
2150576,0ef,0,1,8,79,fe,0,7d,21,0,7d,ff
2150577,1a1,0,1,5,c7,c1,0,0,8a,0,0,0
2150577,3c0,0,1,8,dd,dd,dd,fd,ff,ff,ff,ff
2150579,0c3,0,1,8,a4,7c,0,e0,0,7d,ff,ff
2150579,201,0,1,8,6d,2a,6d,2a,ff,ff,ff,ff
2150581,349,0,1,5,fe,ff,f4,24,0,0,0,0
2150582,197,0,1,4,6,1,0e,c0,0,0,0,0
2150584,112,0,1,8,24,20,48,0f,2,73,b5,62
2150584,431,0,1,8,ca,ff,54,0,11,2c,f3,4b
2150585,0c0,0,1,2,f6,40,0,0,0,0,0,0
2150585,03c,0,1,8,ff,5f,0,4,0,0,ff,ff
2150585,2c4,0,1,8,0,0,ff,0,c8,64,ff,cf
2150586,0a5,0,1,8,e9,f0,ff,f7,7f,0,0,c1
2150586,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150586,0d9,0,1,8,4d,f0,0,10,0,f0,7f,c8
2150586,0f3,0,1,8,8b,0,0,ff,f0,c0,ff,ff
2150586,100,0,1,8,f1,fd,7f,c0,5d,a6,87,70
2150587,12f,0,1,8,33,22,86,1a,f1,35,30,0
2150587,15f,0,1,8,42,f0,0,7d,0,ee,0,7d
2150588,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150589,0c3,0,1,8,f9,7d,0,e0,0,7d,ff,ff
2150591,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150591,258,0,1,2,44,44,0,0,0,0,0,0
2150592,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150592,19a,0,1,6,ff,ff,8,7e,ff,3f,0,0
2150592,19f,0,1,6,ff,ff,f2,7f,ff,2f,0,0
2150594,112,0,1,8,24,20,48,0f,2,73,b5,62
2150594,297,0,1,7,0c,ee,f0,e0,f2,92,ea,0
2150595,432,0,1,8,5c,f4,10,a6,c7,ff,0,ff
2150595,1.00E+01,0,1,6,16,fb,0,ff,ff,ff,0,0
2150596,100,0,1,8,16,fe,7f,c0,5d,a6,87,70
2150596,0ef,0,1,8,78,f0,0,7d,21,0,7d,ff
2150597,1a1,0,1,5,e0,c3,0,0,8a,0,0,0
2150599,206,0,1,8,4a,28,42,ff,ff,ff,ff,ff
2150599,0c3,0,1,8,1e,7e,0,e0,0,7d,ff,ff
2150603,3b4,0,1,8,0c,0d,4d,f4,ba,ff,2,0
2150604,112,0,1,8,24,20,48,0f,2,73,b5,62
2150604,36f,0,1,5,f3,fe,fe,ff,14,0,0,0
2150605,0a5,0,1,8,b4,f1,ff,f7,7f,0,0,c1
2150605,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150606,0d9,0,1,8,10,f1,0,10,0,f0,7f,c8
2150606,0f3,0,1,8,d6,1,0,ff,f0,c0,ff,ff
2150606,100,0,1,8,17,f0,7f,c0,5d,a6,87,70
2150606,15f,0,1,8,1f,f1,0,7d,0,ee,0,7d
2150608,163,0,1,8,ff,ff,0,a5,ff,ff,ff,ff
2150608,173,0,1,8,66,f1,0,0e,30,0,de,10
2150609,0c3,0,1,8,1f,70,0,e0,0,7d,ff,ff
2150610,19d,0,1,8,82,c8,91,6,ff,ff,ff,ff
2150610,2c5,0,1,7,79,f7,0,20,6,70,c8,0
2150611,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150611,258,0,1,2,44,44,0,0,0,0,0,0
2150612,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150612,19a,0,1,6,ff,ff,f4,7d,ff,3f,0,0
2150612,197,0,1,4,8a,2,0e,c0,0,0,0,0
2150612,19f,0,1,6,ff,ff,9,80,ff,2f,0,0
2150613,2bb,0,1,5,20,f5,0,0,f2,0,0,0
2150614,112,0,1,8,24,20,48,0f,2,73,b5,62
2150615,1fa,0,1,8,41,65,45,f0,37,38,37,38
2150615,100,0,1,8,4a,f1,7f,c0,5d,a6,87,70
2150616,0ef,0,1,8,25,f1,0,7d,21,0,7d,ff
2150616,0a9,0,1,8,60,77,0,90,f1,0,0,ff
2150617,1a1,0,1,5,89,c5,0,0,8a,0,0,0
2150618,2.00E+08,0,1,8,c0,18,c5,ff,ff,f4,f7,f7
2150619,3fd,0,1,5,40,7,0,0,ff,0,0,0
2150619,108,0,1,8,dc,7d,ff,2c,48,f3,ff,ff
2150619,0c3,0,1,8,42,71,0,e0,0,7d,ff,ff
2150619,212,0,1,8,f8,f8,f9,ff,ff,ff,ff,ff
2150620,2db,0,1,8,ff,ff,ff,ff,bf,ff,ff,ff
2150620,2f1,0,1,8,a2,0f,0,b2,14,0,0,a0
2150621,314,0,1,3,11,2,ff,0,0,0,0,0
2150624,112,0,1,8,24,20,48,0f,2,73,b5,62
2150625,363,0,1,8,eb,b2,94,9,ff,ff,ff,ff
2150625,7bd,0,1,8,0,0,0,c0,ff,c0,1,8
2150625,7be,0,1,8,5,0,0,0,0,0,0,e0
2150625,0a5,0,1,8,53,f2,ff,f7,7f,0,0,c1
2150626,0ac,0,1,2,0,f0,0,0,0,0,0,0
2150626,0d9,0,1,8,f7,f2,0,10,0,f0,7f,c8
2150626,0f3,0,1,8,31,2,0,ff,f0,c0,ff,ff
2150626,100,0,1,8,ad,f2,7f,c0,5d,a6,87,70
2150627,15f,0,1,8,f8,f2,0,7d,0,ee,0,7d
2150627,2a1,0,1,5,0,58,2,0,f0,0,0,0
2150628,302,0,1,7,ff,ff,ff,7f,fe,ff,ff,0
2150628,5.00E+01,0,1,8,0c,2,0,32,0,3,ff,ff
2150629,0c3,0,1,8,a5,72,0,e0,0,7d,ff,ff
2150629,201,0,1,8,81,2a,81,2a,ff,ff,ff,ff
2150631,254,0,1,8,ff,7f,ff,7f,ff,7f,ff,7f
2150631,258,0,1,2,44,44,0,0,0,0,0,0
2150632,199,0,1,6,ff,ff,f3,7e,ff,bf,0,0
2150632,19a,0,1,6,ff,ff,12,7e,ff,3f,0,0
2150632,19f,0,1,6,ff,ff,ff,7f,ff,2f,0,0
2150634,112,0,1,8,23,20,48,0f,2,73,b5,62
2150636,100,0,1,8,f0,f3,7f,c0,5d,a6,87,70
2150636,0ef,0,1,8,c2,f2,0,7d,21,0,7d,ff
